topic,word_id,word,hint,sentence
korean_topik_1,k_0002,하다,To do,뭘 하고 있어요?
korean_topik_1,k_0002,하다,To do,숙제를 다 했어요.
korean_topik_1,k_0002,하다,To do,같이 운동할래요?
korean_topik_1,k_0002,하다,To do,내일 뭘 할 거예요?
korean_topik_1,k_0002,하다,To do,커피 한 잔 할까요?
korean_topik_1,k_0002,하다,To do,열심히 공부해야 해요.
korean_topik_1,k_0002,하다,To do,친구와 약속을 했어요.
korean_topik_1,k_0002,하다,To do,이거 어떻게 하는 거예요?
korean_topik_1,k_0002,하다,To do,우리는 자주 만나요.
korean_topik_1,k_0002,하다,To do,오늘 저녁 뭐 할까?
korean_topik_1,k_0003,있다,To be,여기 물이 있다.
korean_topik_1,k_0003,있다,To be,그 책은 책상 위에 있다.
korean_topik_1,k_0003,있다,To be,나는 친구가 있다.
korean_topik_1,k_0003,있다,To be,지금 시간이 있다.
korean_topik_1,k_0003,있다,To be,여기에 뭐가 있다?
korean_topik_1,k_0003,있다,To be,한국어 공부는 재미있다.
korean_topik_1,k_0003,있다,To be,당신의 생각이 옳다.
korean_topik_1,k_0003,있다,To be,이 문제는 좀 어렵다.
korean_topik_1,k_0003,있다,To be,내일 날씨가 좋겠다.
korean_topik_1,k_0003,있다,To be,그는 매우 친절하다.
korean_topik_1,k_0004,수,"way, method, Number",이 문제는 어떻게 푸는 수예요?
korean_topik_1,k_0004,수,"way, method, Number",제가 가는 수예요?
korean_topik_1,k_0004,수,"way, method, Number",저는 그 수를 다 셀 수 없었어요.
korean_topik_1,k_0004,수,"way, method, Number",이것이 최선의 수일까요?
korean_topik_1,k_0004,수,"way, method, Number",무슨 수를 써서라도 성공해야 해요.
korean_topik_1,k_0004,수,"way, method, Number",더 나은 수가 있습니까?
korean_topik_1,k_0004,수,"way, method, Number",그 수는 믿을 수 없을 만큼 큽니다.
korean_topik_1,k_0004,수,"way, method, Number",이 그림의 수는 몇 개인가요?
korean_topik_1,k_0004,수,"way, method, Number",그들은 이길 수 있는 수를 찾고 있습니다.
korean_topik_1,k_0004,수,"way, method, Number","그 방법은 틀렸지만, 다른 수는 없습니다."
korean_topik_1,k_0005,하다,To do,오늘 저녁 뭐 할 거예요?
korean_topik_1,k_0005,하다,To do,열심히 공부해야 대학에 잘 갈 수 있어요.
korean_topik_1,k_0005,하다,To do,제가 도와드릴 일이 있을까요?
korean_topik_1,k_0005,하다,To do,그는 항상 어려운 일도 긍정적으로 생각해요.
korean_topik_1,k_0005,하다,To do,이 문제는 어떻게 해결해야 할까요?
korean_topik_1,k_0005,하다,To do,빨리 일어나서 아침 운동을 해야겠어요.
korean_topik_1,k_0005,하다,To do,친구들과 함께 여행 계획을 세우고 있어요.
korean_topik_1,k_0005,하다,To do,회의 전에 보고서를 미리 검토해 주세요.
korean_topik_1,k_0005,하다,To do,이 옷을 어디에 두었는지 기억이 안 나요.
korean_topik_1,k_0005,하다,To do,내일 중요한 발표를 해야 해서 긴장돼요.
korean_topik_1,k_0006,나,I,저는 지금 한국어를 공부하고 있어요.
korean_topik_1,k_0006,나,I,나를 좀 도와줄 수 있어요?
korean_topik_1,k_0006,나,I,오늘 점심은 내가 쏠게요.
korean_topik_1,k_0006,나,I,내일은 시간이 괜찮으세요?
korean_topik_1,k_0006,나,I,저는 어릴 때부터 그림 그리는 것을 좋아했어요.
korean_topik_1,k_0006,나,I,내가 뭘 잘못했는지 모르겠어요.
korean_topik_1,k_0006,나,I,이 책은 나를 위한 선물이에요.
korean_topik_1,k_0006,나,I,나중에 다시 전화해도 될까요?
korean_topik_1,k_0006,나,I,저는 한국 음식 중에 김치를 가장 좋아해요.
korean_topik_1,k_0006,나,I,내 생각에는 이게 최선의 방법인 것 같아요.
korean_topik_1,k_0007,없다,"Do not exist, absent",제 가방에 지갑이 없다.
korean_topik_1,k_0007,없다,"Do not exist, absent","한국어 단어를 잊어버렸는데, 아무리 생각해도 떠오르지 않는다."
korean_topik_1,k_0007,없다,"Do not exist, absent",우리 집에는 반려동물이 없다.
korean_topik_1,k_0007,없다,"Do not exist, absent",오늘 날씨가 너무 좋아서 걱정할 일이 없다.
korean_topik_1,k_0007,없다,"Do not exist, absent",그 가게는 이미 문을 닫아서 지금은 물건을 살 수 없다.
korean_topik_1,k_0007,없다,"Do not exist, absent",나는 혼자 시간을 보내는 것을 좋아해서 친구가 많지 않다.
